 2000	 0.003591	 0.002194
 3000	 0.008244	 0.000067
 4000	 0.015948	 0.000042
 5000	 0.025952	 0.000347
 6000	 0.037948	 0.000162
 7000	 0.051961	 0.000103
 8000	 0.068236	 0.000095
 9000	 0.086924	 0.000186
10000	 0.107629	 0.000214
11000	 0.130467	 0.000295
12000	 0.156036	 0.000273
13000	 0.186022	 0.000379
14000	 0.222973	 0.000310
15000	 0.268029	 0.000637
16000	 0.318776	 0.000393
17000	 0.378665	 0.000660
18000	 0.443899	 0.001090
19000	 0.516039	 0.000843
20000	 0.590144	 0.001961
21000	 0.671266	 0.000853
22000	 0.762357	 0.001316
23000	 0.859331	 0.001332
24000	 0.985004	 0.039196
25000	 1.077560	 0.001898
26000	 1.195501	 0.002258
27000	 1.318769	 0.000512
28000	 1.448905	 0.000191
29000	 1.582601	 0.001888
30000	 1.722594	 0.001695
31000	 1.868113	 0.001303
32000	 2.002349	 0.022528
33000	 2.176038	 0.002956
34000	 2.340422	 0.002779
35000	 2.504896	 0.000067
36000	 2.665972	 0.000899
37000	 2.835999	 0.001097
38000	 3.016112	 0.003478
39000	 3.201982	 0.002269
40000	 3.384440	 0.002843
41000	 3.569847	 0.003168
42000	 3.769440	 0.001589
43000	 3.975602	 0.001913
44000	 4.181414	 0.002531
45000	 4.393755	 0.000820
46000	 4.597891	 0.000540
47000	 4.808806	 0.002071
48000	 5.043174	 0.006994
49000	 5.288400	 0.002493
50000	 5.535056	 0.003159
