 2000	 0.001262	 0.000043
 3000	 0.001875	 0.000029
 4000	 0.002465	 0.000034
 5000	 0.003049	 0.000041
 6000	 0.003656	 0.000043
 7000	 0.004272	 0.000034
 8000	 0.004866	 0.000047
 9000	 0.005445	 0.000045
10000	 0.006081	 0.000073
11000	 0.006707	 0.000054
12000	 0.007334	 0.000069
13000	 0.007951	 0.000159
14000	 0.008450	 0.000047
15000	 0.009154	 0.000085
16000	 0.009723	 0.000078
17000	 0.010300	 0.000040
18000	 0.010862	 0.000030
19000	 0.011492	 0.000066
20000	 0.012173	 0.000068
21000	 0.012675	 0.000087
22000	 0.013393	 0.000113
23000	 0.013994	 0.000051
24000	 0.014646	 0.000056
25000	 0.015120	 0.000099
26000	 0.015726	 0.000013
27000	 0.016398	 0.000139
28000	 0.016914	 0.000112
29000	 0.017676	 0.000068
30000	 0.018095	 0.000053
31000	 0.018819	 0.000085
32000	 0.019531	 0.000121
33000	 0.020025	 0.000078
34000	 0.020632	 0.000058
35000	 0.021275	 0.000158
36000	 0.021822	 0.000170
37000	 0.022561	 0.000171
38000	 0.023074	 0.000103
39000	 0.023526	 0.000037
40000	 0.024249	 0.000020
41000	 0.024792	 0.000054
42000	 0.025323	 0.000078
43000	 0.026220	 0.000253
44000	 0.026572	 0.000017
45000	 0.027156	 0.000044
46000	 0.027747	 0.000116
47000	 0.028499	 0.000074
48000	 0.029301	 0.000090
49000	 0.029598	 0.000089
50000	 0.030382	 0.000006
