 2000	 0.001182	 0.000521
 3000	 0.002083	 0.000118
 4000	 0.003516	 0.000065
 5000	 0.005427	 0.000014
 6000	 0.007774	 0.000028
 7000	 0.010533	 0.000021
 8000	 0.013687	 0.000023
 9000	 0.017273	 0.000026
10000	 0.021319	 0.000066
11000	 0.025858	 0.000201
12000	 0.030620	 0.000023
13000	 0.036037	 0.000026
14000	 0.041818	 0.000058
15000	 0.048146	 0.000117
16000	 0.054922	 0.000113
17000	 0.063060	 0.001863
18000	 0.069954	 0.000048
19000	 0.078160	 0.000073
20000	 0.086854	 0.000169
21000	 0.096074	 0.000042
22000	 0.105994	 0.000199
23000	 0.115984	 0.000148
24000	 0.127167	 0.000055
25000	 0.138414	 0.000135
26000	 0.150264	 0.000201
27000	 0.161362	 0.000034
28000	 0.173304	 0.000069
29000	 0.186399	 0.000312
30000	 0.199659	 0.000186
31000	 0.213372	 0.000420
32000	 0.228602	 0.000416
33000	 0.242637	 0.000511
34000	 0.257374	 0.000215
35000	 0.272973	 0.000363
36000	 0.289169	 0.000623
37000	 0.306072	 0.000380
38000	 0.324274	 0.000754
39000	 0.341003	 0.000909
40000	 0.357350	 0.000676
41000	 0.374873	 0.000404
42000	 0.393953	 0.000695
43000	 0.413027	 0.000563
44000	 0.432696	 0.000399
45000	 0.451285	 0.000631
46000	 0.471878	 0.000864
47000	 0.492914	 0.000191
48000	 0.515021	 0.000795
49000	 0.537403	 0.000310
50000	 0.558742	 0.000277
